Rank,Account,Character,Class,Level,Experience,Dead
63,TurboTommy72,ThisIsTheRunYEP,Ascendant,95,2885888551,Dead
64,Vianti,SDASDASDAFKSGSLKLSEGKL,Elementalist,95,2876601776,
65,AlePaka,i_Deli_in_my_Pants,Chieftain,95,2876116901,Dead
66,Pillsbury_Doughboy,SUSSY_AMONGUS,Chieftain,95,2876116901,Dead
67,koticgood,Dalinar_EndlessDeli,Chieftain,95,2876116901,Dead
68,Revvivval,IGDDTryIt,Chieftain,95,2876116901,Dead
69,Apeoo,APEooDeliriumSSF,Ascendant,94,2874079963,
70,suicxide,SlayingMyMentalHealth,Slayer,94,2851798436,Dead
71,immposible123123,WithoutDeaths,Gladiator,94,2843466870,
72,Mikka29085,MikkaGreyOnGrey,Gladiator,94,2841103233,Dead
73,Akkon,AkkonDeadII,Deadeye,94,2831378087,Dead
74,Shaydix,HiddenShadowDel,Elementalist,94,2788909109,
75,KoTao,KoTaoDelirious,Gladiator,94,2781165301,
76,blötdjur,midgetG_G,Elementalist,94,2779081349,Dead
77,zeratul_god,제라툴_GOD,Champion,94,2774940469,
78,DrJooms,Jooms_gotosleepchico,Trickster,94,2761710974,
79,shashk0,AlexTwentyTwentyTwo,Juggernaut,94,2754423789,Dead
80,Pxl555,MinimeowDelirium,Champion,94,2725978601,Dead
81,Tatiantel2,TatiJeffUmbardo,Hierophant,94,2720863358,
82,alfeeqt,AlfeeQTㆍveiNODDERS,Ascendant,94,2708403017,Dead
83,LivedMan,pepwwww,Trickster,94,2707633616,Dead
84,VaDe255,SwiftVaDe,Occultist,94,2705315520,Dead
85,sakuramoo,OldManBendsVraskaOverBB,Guardian,94,2695607233,
86,bearpub,derekanddominos,Assassin,94,2693314224,Dead
87,Strat_X,ABSOLUTE_OG,Guardian,94,2688777489,
88,Freekstile,FiftyAndDoneYEP,Deadeye,94,2682984474,
89,Sensis,SensisNotAgain,Raider,94,2663988795,
90,doverAthletic,HAPPYNEWYEARzzz,Gladiator,94,2660507278,Dead
91,Domo85,IP_CursedLeague,Guardian,94,2659144026,
92,Recrema,로그라이크_둘째할배,Guardian,94,2658074992,Dead
93,playagain,DeliriumEvtWinter,Occultist,94,2658074992,Dead
94,kettususi,BigPawbs,Hierophant,94,2658074992,Dead
95,Pillsbury_Doughboy,FUCK_DD_CUCKS,Deadeye,93,2645389200,
96,persian9,persidelir,Necromancer,93,2626663776,Dead
97,DSych,heeheehoohoo,Raider,93,2616728193,
98,Biggy_Mode,BiggyModeDedMarazmatik,Inquisitor,93,2615892024,
99,garker,TempliBoi,Inquisitor,93,2613183988,Dead
100,Rinko,RinkoBetterThanHeists,Hierophant,93,2603685758,
101,mrstrong,deli_gfdgfdgFCKfgfdsgt,Hierophant,93,2603271257,Dead
102,Strat_X,_TRAuMaTiZeD_,Slayer,93,2602954858,Dead
103,Adanir09,AdanirDeli,Saboteur,93,2594258653,Dead
104,dahaca,DahacaSick,Necromancer,93,2586673362,Dead
105,ChomperRQ,ChomperRQRQRQRQ,Raider,93,2552706243,Dead
106,levYMANN,LEVYMANN_lIlIlIlIlIlIl,Juggernaut,93,2547127792,Dead
107,Mathil,HowCouldGGGDoThisToMe,Deadeye,93,2546096776,
108,u83r_pl4c1d,Just_a_jog_in_the_fog,Guardian,93,2543096837,Dead
109,Ilz,VexDeliIII,Deadeye,93,2540973427,
110,fadedshadowz666,BlackDog_DeliFeelsAwful,Raider,93,2521522405,Dead
111,orionbip,Oriiion_TurtlePush,Saboteur,93,2514638449,Dead
112,svenniss,SchweenJuggs,Juggernaut,93,2511645863,Dead
113,Squanky,DeliriousㆍWithㆍAㆍFever,Gladiator,93,2474218502,Dead
114,MatZimoto,MatZ_Demigamer,Ascendant,93,2468307968,Dead
115,stero2d,환영스테_데드아이,Deadeye,93,2464105598,Dead
116,Rayzzzor,Letsrunaway_nerfsinc,Saboteur,93,2461637747,Dead
117,Mathil,DeliriumPainChamp,Trickster,93,2455921256,Dead
118,Poudee,GreyPantsModCheck,Inquisitor,93,2455921256,Dead
119,FlyingGiraffes,YabaiㆍPeko,Trickster,93,2455921256,Dead
120,AnZpoe,AnZQQ,Elementalist,93,2455921256,Dead
121,Greatrussian,kdplakpmmpmdlsadasdasd,Berserker,93,2455921256,Dead
122,LeeroyLeone,delirious_new_year,Trickster,92,2405594631,Dead
123,CptCalamari,ZehAngestossenImNebel,Hierophant,92,2399931021,Dead
124,boinGfliP14,deliburnout,Occultist,92,2399004077,Dead
125,madam0909,Adult_MeeLo_Necro,Necromancer,92,2398685291,
126,ESTOYLOCO,papapapapapqp,Deadeye,92,2383704376,Dead
127,5Six,YouFuckingIdiot,Chieftain,92,2380202990,Dead
128,MOSTPOSITIVEMAN,nosleepnooxygeninbrain,Berserker,92,2342081605,Dead
129,evaa01,Eulau,Necromancer,92,2335828300,
130,saint_antohsa909,БРАЗА_ИЗ_КАМАЗА,Guardian,92,2332332765,Dead
131,Sarrom107,Sarrom_Delirious,Raider,92,2329493210,Dead
132,Guys79,Delirious_Winter_Witch,Occultist,92,2326720808,
133,Hussard,_Removed_by_Support_,Assassin,92,2321003798,Dead
134,Al.WakeUpCall,CantKillTheRhoaaaaaaaa,Elementalist,92,2320627703,
135,amdilol,amdi_delirium,Pathfinder,92,2305418083,
136,Vibeholm_,Vibeholm_NY_Deli,Juggernaut,92,2299507286,Dead
137,Rapidfyre,Pog_Gramp,Inquisitor,92,2296840061,Dead
138,Soggywontonz,NotPoisonousConcoc,Pathfinder,92,2294246888,
139,Interiorgrafics,ПфЧЕК,Pathfinder,92,2285429188,Dead
140,scorpion384,RhorlakGodDamnDeli,Inquisitor,92,2281358267,
141,Marc_9k,MarcDiesWayMuch,Ascendant,92,2278510748,Dead
142,donbigz,Nanomachines_Son_______,Berserker,92,2276421538,Dead
143,DragonEater,ManaManFinallyWins,Hierophant,92,2275058924,Dead
144,Penguinranger,ButActuallyThisTime_POE,Occultist,92,2269841154,Dead
145,SteveAustin,MOSTOXYGENMAN,Berserker,92,2268549086,Dead
146,dancecommand,ADDRCMDRR,Berserker,91,2255288936,
147,Dartavn,Dhartricky,Trickster,91,2238537625,Dead
148,plowce,EternalPainChamp,Saboteur,91,2226479408,Dead
149,bittytittys,eatdapoopoooop,Occultist,91,2221133661,Dead
150,DUKE_OF_SNUFF,Jauerwitch,Necromancer,91,2216753415,Dead
151,hantung,RandomDelirium_Is_A_Lie,Slayer,91,2213539854,Dead
152,eliehh,Eliot_DCed_elp,Occultist,91,2204766189,Dead
153,Shortyrose,DudududuuRf,Inquisitor,91,2202323633,Dead
154,Karamon10,KaraIDK,Champion,91,2197955357,Dead
155,zeratul_god,BlackTigerㆍ새해복많이받자,Slayer,91,2197853855,Dead
156,Borfounet,LeRenéDeLaCéline,Necromancer,91,2179949229,
157,playagain,DeliriumEvtRgr,Deadeye,91,2178874747,Dead
158,Keeps30,AGAINFUCK,Pathfinder,91,2173418412,Dead
159,yusi418,Nxxnxxnxxxnx,Necromancer,91,2167881733,Dead
160,Nikoff,warwaitr,Juggernaut,91,2167253720,Dead
161,Ketamiinii,RonaEverywhereMiine,Necromancer,91,2158968305,Dead
162,2oulBringer,환영_소울이게맞나일호기,Berserker,91,2148930284,Dead
163,rivak,Rvk_Helix,Champion,91,2128125576,
164,Allasar,Allieskele,Ascendant,91,2122223477,Dead
165,JDK,jdkㆍNotDD,Slayer,91,2121101625,
166,Vesprit,Ves_TimeTraveller,Assassin,91,2115540912,Dead
167,habbey,OptiPrays,Inquisitor,91,2094900291,Dead
168,Gachimuchi_Eternal,Game_GOD,Ranger,91,2094900291,Dead
169,Xhibbi,XhibbiㆍGoesㆍAgain,Elementalist,91,2094900291,Dead
170,Crikyy,ManyaTote,Inquisitor,90,2053794310,Dead
171,Xhibbi,XhibbiㆍYoink,Chieftain,90,2052648623,Dead
172,SynTex1990,SynTex_Trapperrr,Saboteur,90,2039814189,
173,AerizChan,AereeeezVD,Ascendant,90,2038516221,Dead
174,pjn76,SSFHC_Petri,Guardian,90,2035660890,
175,Kanuly,TricepiusTheCockCrusher,Gladiator,90,2032659909,Dead
176,Gust_ch,omedetou_tora,Gladiator,90,2027620987,
177,TuRRuT,LiB_Del,Saboteur,90,2021328036,
178,casualcarpet,RatherBeHeisting,Chieftain,90,2018638885,Dead
179,MrKorki,MrKortrap,Saboteur,90,2017342371,Dead
180,KQFFE,koffE_delirium,Elementalist,90,2014260339,Dead
181,déspair,DESP_SHIT_FUCKING_EVENT,Gladiator,90,2013165239,Dead
182,Axeperino,PexaUㆍThighsㆍCrushed,Raider,90,1992679997,Dead
183,Jezie,NemuSimp,Deadeye,90,1987756957,
184,MeShaMaaN,MeShaMaaN_Booba,Inquisitor,90,1986547711,Dead
185,Valaspekoni,Ninininininini,Champion,90,1972259404,
186,cutyhun,DEHS_TH,Saboteur,90,1963009287,Dead
187,balthzzaar,frigafara,Occultist,90,1941075716,Dead
188,cutyhun,DEHS_O,Champion,90,1939443706,Dead
189,scubapooz,Scuba_WTBrand,Occultist,90,1938656451,
190,_chaBBy,ryujin_deli,Necromancer,90,1937163876,
191,Modz,GGGISGOODATBALANCING,Necromancer,90,1937076675,
192,ppete,BodzioHC_Deli,Occultist,90,1936991199,
193,BiggerNick,RO_Infernal_Blowjob,Slayer,90,1936259154,
194,sgoggles,SgogglesForPanda,Necromancer,90,1935646405,
195,Otariinae,trdxewsz,Gladiator,90,1934219026,
196,Xhibbi,XhibbiㆍLastㆍTry,Trickster,90,1934009687,Dead
197,persian9,persideliri,Necromancer,90,1934009687,Dead
198,oc_redfox,A_Tmp_BadTake,Saboteur,90,1934009687,Dead
199,Choco5_reo,무한환영찍먹,Occultist,90,1934009687,Dead
200,Axeperino,PexaUㆍThighㆍCrush,Ascendant,90,1934009687,Dead
201,sondertg,sonderdelirium,Saboteur,89,1917700832,Dead
202,phuocvietlienxo,PlayboiCartiHENTAIIII,Slayer,89,1916250320,Dead
203,Johnny346,_Anivia_,Occultist,89,1915574580,Dead
204,FullMetalRusted,TaiNoNoNo,Guardian,89,1913988006,Dead
205,Slåsh,Toxic_Concoktion_SlashX,Pathfinder,89,1910685224,Dead
206,hamburn22,tannébcp,Guardian,89,1900803396,Dead
207,angerscroll,환영_기공준,Elementalist,89,1888669347,Dead
208,goaga1,GoagaDeliriumB,Deadeye,89,1885494559,Dead
209,Devilbane,Steelangel,Ascendant,89,1882641439,Dead
210,CampLaszlo,HifumiNewYears,Pathfinder,89,1868693096,Dead
211,Jeonjaehyun,ㅇㄱㅈ,Raider,89,1864428931,Dead
212,ОвощВпомощь,blind_chicken,Necromancer,89,1864089728,Dead
213,HaLLuCiiNaTioN,Excessive,Champion,89,1858917562,Dead
214,Lobsterkite,KiteDelirium,Slayer,89,1857386336,Dead
215,Ilz,VexDeliII,Hierophant,89,1856396111,Dead
216,gghx,GoDeepNow,Ascendant,89,1855700135,Dead
217,Noobquan,delirium_event_onee,Raider,89,1851685195,Dead
218,김겨울,ㆍ김겨울ㆍ새해복많이받으세요,Elementalist,89,1849900321,Dead
219,HaNaKim,JW_환영찍먹삼호기,Saboteur,89,1841927870,Dead
220,scorpion384,RhorlakMetaLastPlace,Saboteur,89,1835468209,Dead
221,bestaid41,FO_DE_Juggernaut_III,Berserker,89,1833921026,Dead
222,zockerberni,Geyer_Oldie,Necromancer,89,1833745625,Dead
223,Vianti,ETOT_DEDUI_I_IKA_NAGNET,Inquisitor,89,1830992089,Dead
224,Kinria,Shoon_mistylad,Ascendant,89,1825434497,Dead
225,Fiear,POE_WAS_MISTAKE,Pathfinder,89,1822452949,Dead
226,chabum,Chabum_delirious,Hierophant,89,1820558550,Dead
227,freemanik_1,OPWitch_,Occultist,89,1818665465,Dead
228,CptDoigralis,CptBigBebra,Berserker,89,1817742063,
229,lockitdownn,sphelixEverywhere,Raider,89,1815485820,Dead
230,Catmaster,CatmasterSolidPace,Occultist,89,1813309063,Dead
231,therealyielder,iamyielderBUFFSKILLSTHX,Berserker,89,1813012343,Dead
232,Zlage,ZlaygeㆍNODDERSzzz,Gladiator,89,1810846923,Dead
233,Drinja,DriinjDDbrokenboomaled,Necromancer,89,1805823822,Dead
234,Orkiliyem,Oakies_BeforeTheNerfs,Saboteur,89,1804903489,Dead
235,Wifig,shadownt_too,Assassin,89,1796586831,Dead
236,Karamon10,KaraDemiYOINK,Slayer,89,1796223063,Dead
237,iceemanzero,DiedTwoBugOneRaceNeedLA,Hierophant,89,1791376565,Dead
238,Melleyne,DeadeyeLadderOMEGALUL,Deadeye,89,1787167879,Dead
239,alzorz_,AlzDeleriumEverywhere_I,Slayer,89,1784977296,Dead
240,parsethis,ParseInvisibleOneShot,Guardian,89,1784977296,Dead
241,memodua,Nataruk,Ascendant,89,1784977296,Dead
242,kirishimateamaster,kiri_whatcangowrongKEK,Champion,89,1784977296,Dead
243,levYMANN,LEVYMANN_PainChamp,Champion,88,1775587995,Dead
244,BluBananZa,OOONGABOOONGAZWAS,Champion,88,1771053101,Dead
245,MoistNuggets,DILF__Wilson_II,Slayer,88,1762057836,Dead
246,kog1115,ColdDotBerserkMainGriff,Berserker,88,1759341272,Dead
247,weeyay,weeyay,Raider,88,1755646687,Dead
248,Varkorium,DeliriumTilDawn,Slayer,88,1753704850,Dead
249,Avengi,Thisismyaxeyes,Juggernaut,88,1748632403,Dead
250,Jarudy,rudy_d_everywhere,Elementalist,88,1741082229,
251,TheDireDream,DireHMMMMMMMMMMMMMMMMMM,Juggernaut,88,1737196731,Dead
252,spiritmoon91,PoisonConcZhed,Occultist,88,1726784064,Dead
253,Noalkain,Noalkain_Delirium_Chief,Chieftain,88,1721477704,Dead
254,Kazomb,oihelijhfé,Champion,88,1718731753,Dead
255,Epsi,Epsi_THIS_IS_THE_RUN,Elementalist,88,1715387174,Dead
256,Аlchem1sТ,AriantE,Champion,88,1712702025,
257,Butchir,Sooshkin_Crush,Juggernaut,88,1710708525,Dead
258,alzorz_,AlzDeleriumEvery_II,Ascendant,88,1710424077,Dead
259,parsethis,ParseEverwhereAgain,Elementalist,88,1709922085,Dead
260,Alzheimer1,DD_overpowered_Nerf_pls,Necromancer,88,1706931931,Dead
261,Tajx,metacuckt,Ascendant,88,1706484417,Dead
262,Sjabo,SjaboMaAssTwo,Assassin,88,1701486271,
263,Astranim,В_ТУМАНЕ,Guardian,88,1699292517,Dead
264,Alzheimer1,Anotherdeadrdy,Necromancer,88,1699129343,Dead
265,inf1n1tyz,uiiutweyrsafawruwqeuriw,Saboteur,88,1698538157,Dead
266,dlaud2,망한환영,Necromancer,88,1698005481,Dead
267,baloba007,fsadsaldasaaaa,Occultist,88,1690473188,Dead
268,firstsnow146,첫눈환영에라이,Champion,88,1688744783,Dead
269,웃음음,재도전은항상합니ㅏㄷ,Gladiator,88,1683827104,Dead
270,bugers01,Bug_갈때까지가보자,Gladiator,88,1681519495,Dead
271,Ilz,VexDeli,Raider,88,1673867116,Dead
272,Tajx,BogusQuisitor,Inquisitor,88,1671023691,Dead
273,gghx,SoCold,Trickster,88,1666746693,Dead
274,dotung321,adadqweqrtgdsf,Slayer,88,1661848434,Dead
275,Lyeel,LyeelTraps,Saboteur,88,1659633089,Dead
276,Samuraivic,MOSTPOISONOUSCOOMERS,Assassin,88,1658804248,
277,allgameru,ТотНикПроклят,Hierophant,88,1657486471,Dead
278,abusch1013,NeverDeadFuckDelirium,Occultist,88,1646943474,Dead
279,ThisIsNova,SoftcoreTradeRep,Champion,88,1646943474,Dead
280,Nubtro,DeltroIII,Chieftain,88,1646943474,Dead
281,semeesee,stillbestranger_LOLOL,Raider,87,1629530507,
282,kvazipup,Cymachechaya,Necromancer,87,1627400644,
283,iH8SP33D,OldFartBehindYourCheek,Guardian,87,1625302431,
284,Tajx,BogusTide,Trickster,87,1618570644,Dead
285,bestaid41,FO_DE_Juggernaut,Juggernaut,87,1608343838,Dead
286,KeHaven,Omnixplo,Necromancer,87,1605006629,Dead
287,tazoz,Aeron_Lories,Hierophant,87,1603576130,
288,popske,popske_mara,Necromancer,87,1595748924,Dead
289,pawnup,PawnDeliriumHCSSF,Occultist,87,1595489341,Dead
290,Bleave,SelfCastEx,Ascendant,87,1575009529,Dead
291,Cassidyy,__Againe__,Inquisitor,87,1572406849,Dead
292,vulturenose,Vulture_PooPonYou,Chieftain,87,1566900189,
293,FairyLawQ,shgkookz,Necromancer,87,1557495137,Dead
294,ThisEndsMeow,Umbrasm,Elementalist,87,1556754940,Dead
295,NotDarp,DelirDarb,Ascendant,87,1554271035,
296,Rumblepit,Lasttimebois,Hierophant,87,1553793263,
297,helgi,relativisticDelirium,Ascendant,87,1549241458,Dead
298,Cestrus,КукухаОтлетела,Juggernaut,87,1548308703,
299,Giber,EndlessNoseling,Champion,87,1548106684,
300,tra5010,mega_delirious,Necromancer,87,1547801923,
301,CampLaszlo,HifumiNewYear,Pathfinder,87,1545760782,Dead
302,Tcharq,Ddyhm,Berserker,87,1541229655,Dead
303,Kaarface,Turistattraktion,Elementalist,87,1538551176,Dead
304,TheLastWanderer,JimmyWebb,Guardian,87,1538212608,
305,cd6696,AnguyPCtwo,Pathfinder,87,1530963238,Dead
306,v0gelfrei,DearMrDelirium,Gladiator,87,1529980246,Dead
307,Measles,Neurattie_FtB,Necromancer,87,1528889365,
308,Kinria,Shoon_grayongray,Ascendant,87,1528226152,Dead
309,Twisting,Nef_ElRetardoMucho,Trickster,87,1528043600,Dead
310,DrFibonaccii,FiboDelirium,Deadeye,87,1527358800,Dead
311,rEDNiNE150,This_Event_Is_Amazing,Inquisitor,87,1526882553,Dead
312,GhostExileGG,НаПоводке,Necromancer,87,1519130326,Dead
313,iDiavolo,iDiavoloSRS,Necromancer,87,1519130326,Dead
314,doverAthletic,onetwothreesassas,Champion,87,1519130326,Dead
315,Papanoera,xxTotemss,Hierophant,86,1503929862,Dead
316,Ignicious,rtgrthtrh,Elementalist,86,1496444435,Dead
317,dangla1603,NerfMeㆍ,Raider,86,1488733266,Dead
318,Hoodseey,HoodzDel,Assassin,86,1483644241,Dead
319,Aquayzo,Jiuzu,Slayer,86,1482445451,Dead
320,AhkrinDralgoner,Encore_Plus_Froid,Hierophant,86,1479564718,Dead
321,Shortyrose,Distough,Raider,86,1478220930,Dead
322,Ignicious,WtfHeromanQuestion,Hierophant,86,1476449248,Dead
323,felixhi,felixDeliEvery_I,Guardian,86,1471899413,Dead
324,x_MORiARTY_x,ㆍDELiRiUMㆍBLONDiEㆍIIㆍ,Ascendant,86,1468721469,
325,dkrehd24,Sco_DE_D,Champion,86,1467479922,
326,MrRegalE,Last_Chance_Run_Fast,Guardian,86,1464885459,
327,AndreyFD312,DeliYamaVI,Raider,86,1462460454,
328,marrconi,MuflonX,Necromancer,86,1462083278,Dead
329,baramchi,한무환영찍먹,Necromancer,86,1452836013,Dead
330,Smorth,FoxyWoxy,Saboteur,86,1450042663,Dead
331,Ignicious,WtfDeleriousumis,Guardian,86,1449599549,Dead
332,juicybo,opcoldbrand,Guardian,86,1444657216,Dead
333,Kanobe,HeistedBuild,Assassin,86,1443807700,Dead
334,Immoteph,SendMoneyForColorMinotr,Necromancer,86,1439130080,
335,Dwarfy,WeDemiNow,Occultist,86,1437383245,Dead
336,DizHimself,Aldress_DD,Necromancer,86,1436940245,
337,Tjark6,TjarkㆍFunEventKEKW,Elementalist,86,1436776150,Dead
338,nimroz,omegaIuI,Gladiator,86,1429117445,Dead
339,iSunnyyy,SunnyPop,Gladiator,86,1428561492,
340,Hejnuz,DETONATEㆍBUNGER,Necromancer,86,1426602890,Dead
341,awave,ZoomBigBadaBoom,Elementalist,86,1425863953,Dead
342,Vyl_Ck,IHaveToHeistForBuildRIP,Ascendant,86,1425504230,Dead
343,lm0nstrl,ㆍDㆍEㆍAㆍDㆍUㆍSㆍHㆍKㆍAㆍ,Inquisitor,86,1418619082,Dead
344,ExiledKore,PatheticLootEvent,Pathfinder,86,1417087810,
345,Gamburi,lasofloows,Necromancer,86,1414206020,Dead
346,PekkaKokko,BaxterHeadingToFNQ,Gladiator,86,1413307357,Dead
347,Kazak132,GrinchingPoeRaces,Occultist,86,1409877690,Dead
348,zephiroth3,Deadgeye,Deadeye,86,1406323150,Dead
349,woormyman1,ZakarionCOPIUMevent,Saboteur,86,1404075999,Dead
350,GoodWindsor,메카닉,Champion,86,1401306966,
351,FluDèche,TricksterHCSSF,Trickster,86,1400795257,Dead
352,Optimyst,Turbo_Hannes,Saboteur,86,1400795257,Dead
353,laminarija,Laminarija_I,Slayer,86,1400795257,Dead
354,wiklef,heprtideptri,Pathfinder,86,1400795257,Dead
355,Cubicule,BigManGarbageMan,Inquisitor,85,1389159063,Dead
356,ereality_person,HardTTV_DetonateMyAss,Chieftain,85,1387278600,Dead
357,Taddy,Clewie,Ascendant,85,1383524942,Dead
358,KQFFE,koffeDD,Elementalist,85,1377532145,Dead
359,ElCheSaikano,POR_LA_RE_PTM,Guardian,85,1377497080,Dead
360,Felrora,Fel_Delirium,Chieftain,85,1361084509,
361,Fugobert,ReitschasFire,Inquisitor,85,1358817019,Dead
362,Cassidyy,_Der_Wanzenmann_,Guardian,85,1357073182,Dead
363,Immerfestedruff,FesteDruffTrapsareFUN,Saboteur,85,1356458904,Dead
364,Fitcher,HARTORK_DELI,Ascendant,85,1344331359,
365,Myzk66,MyzDeliriouz,Juggernaut,85,1343899176,
366,Nocorras,NocSSFHCDELI,Saboteur,85,1342851386,Dead
367,Kvasipawkki,KiljuFuckFog,Trickster,85,1340011130,Dead
368,Intertwined,BottleSalesman,Pathfinder,85,1338708093,
369,Aciddragon3124,DeliriousMackerel,Saboteur,85,1338442575,
370,Axooax,DELI_AX,Pathfinder,85,1335535761,Dead
371,Karamon10,KaraImBoredOK,Juggernaut,85,1333772529,Dead
372,Zeisaraph,OldmanIII,Inquisitor,85,1331514037,Dead
373,Yurillya,Yurillya_GenshinAddict,Inquisitor,85,1331241411,
374,BenQ1338,RaizCremationQT,Necromancer,85,1327811226,Dead
375,kidutu,SicoYepDead,Deadeye,85,1318527166,
376,nikoon,NikonHasNoClusters,Juggernaut,85,1317260216,Dead
377,a1i3nj03,SST_everywhere,Assassin,85,1311578747,Dead
378,WHITE_POWdER,Gredix,Slayer,85,1310271574,Dead
379,Manly,JungroanBackgroundBuild,Assassin,85,1309072660,Dead
380,Sergrit,JuggFX,Juggernaut,85,1308371515,
381,Papazero,ertwtwtewrterwtewr,Champion,85,1306389676,Dead
382,StrongAndSexy,StrongLicks,Slayer,85,1306235543,Dead
383,Thailesk,pkdsqjcosnajoanaapizgjf,Deadeye,85,1305651011,Dead
384,HUKUMULUNUS,DELIRIUMSYF,Champion,85,1305104495,
385,Rumblepit,BlockoBlocko,Hierophant,85,1303804142,Dead
386,mxn107,YellingInMyAss,Berserker,85,1302006427,
387,Poiuytr133,JUSTDIEDINMUDFLATSAMA,Necromancer,85,1301057153,Dead
388,PoEkaustron,OneHPshort_,Saboteur,85,1300727442,
389,Talvehuve,mesist,Pathfinder,85,1298947868,
390,RootsXO,Roots_RobertPaulson,Gladiator,85,1298292367,
391,abujoo,okuDR,Raider,85,1297190137,Dead
392,diblert,CANTKILLNOTHING,Hierophant,85,1296538776,Dead
393,Zibou37,shittyevent,Occultist,85,1294915022,
394,Saerosz,LagalotTheLaggy,Necromancer,85,1293790875,
395,MrMixed,IAmOnBlackFireOne,Necromancer,85,1291941932,
396,Hronmeer,ㆍHronmeerㆍ_,Berserker,85,1291732815,
